record_no,reported_hunt_year,model_target_year,source_class,species,sheep_type,hunt_code,selected_hunt_code,possible_hunt_codes,matched_hunt_name,matched_species,matched_unit_name,unit_crosswalk_status,unit_crosswalk_confidence,unit_crosswalk_method,unit_crosswalk_notes,database_match_status,location_of_kill,days_hunted,wound,hunter_satisfaction,horn_length_left_raw,horn_length_left_decimal,horn_length_right_raw,horn_length_right_decimal,base_circumference_left_raw,base_circumference_left_decimal,base_circumference_right_raw,base_circumference_right_decimal,age_of_sheep_raw,age_of_sheep_decimal,source_file,source_file_sha256,source_page,source_row_id,extraction_method,data_quality_flags,recommended_use
128,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6701,"RS6701 Book Cliffs, South",Rocky Mountain Bighorn Sheep,"Book Cliffs, South",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Book Cliffs South area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Between rock canyon and the Y,5,,5,38.5,38.5,37.5,37.5,16,16.0,16.25,16.25,9.5,9.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,128,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
129,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6701,"RS6701 Book Cliffs, South",Rocky Mountain Bighorn Sheep,"Book Cliffs, South",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Book Cliffs South area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,South of Rock Canyon,7,,5,36.25,36.25,34.75,34.75,15.5,15.5,15.5,15.5,8.5,8.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,129,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
130,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,RS6725,RS6725,"RS6725 Central Mtns, Nebo",Rocky Mountain Bighorn Sheep,"Central Mtns, Nebo",MATCHED,HIGH,normalized_location_keyword,Central Mountains Nebo hunt name/location.,NO_HUNT_CODE_IN_SOURCE,North Canyon Nebo,5,,5,31 2/8,31.25,31,31.0,16 4/8,16.5,16 4/8,16.5,8.5,8.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,130,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_MATCHED,bighorn measurement history only; do not use as quota or p_draw input
131,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,North Canyon,2,,5,33 4/8,33.5,40 4/8,40.5,14 4/8,14.5,14 4/8,14.5,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,131,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
132,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,,5,,5,26 1/2,26.5,26 3/4,26.75,13 1/4,13.25,13 1/2,13.5,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,132,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|BLANK_LOCATION|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
133,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6724,"RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Bowan's Creek,1,,2,25,25.0,23 6/8,23.75,13 2/8,13.25,13 2/8,13.25,6.5,6.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,133,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
134,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6724,"RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Dry Creek,5,,5,26.5,26.5,25.75,25.75,13,13.0,12.875,12.875,6.5,6.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,134,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
135,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6720|RS6726|RS6727,"RS6720 Fillmore, Oak Creek; RS6726 Fillmore, Oak Creek; RS6727 Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Fillmore Oak Creek unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Oak creek canyon,1,,5,28.5,28.5,27.75,27.75,13.75,13.75,13.74,13.74,8.5,8.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,135,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
136,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6724,"RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Dry Creek,5,,5,26 7/8,26.875,26 6/8,26.75,13 3/8,13.375,13 1/8,13.125,7 1/2,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,4,136,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
137,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6720|RS6726|RS6727,"RS6720 Fillmore, Oak Creek; RS6726 Fillmore, Oak Creek; RS6727 Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Fillmore Oak Creek unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Oak Creek,4,,5,25.5,25.5,24.25,24.25,13.75,13.75,13.5,13.5,5,5.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,4,137,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
138,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6720|RS6726|RS6727,"RS6720 Fillmore, Oak Creek; RS6726 Fillmore, Oak Creek; RS6727 Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Fillmore Oak Creek unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Oak Creek Canyon,2,,5,25,25.0,24.75,24.75,13,13.0,12.8,12.8,4.5,4.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,4,138,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
