hunt_code,hunt_name,species,reported_hunt_years,classification,active_2026_database,row_count
EB3191,Boulder,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3192,Fishlake/Thousand Lakes,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3193,San Juan Bull Elk,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3194,San Juan Bull Elk,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3195,Diamond Mtn,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3196,Diamond Mtn,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3197,"Southwest Desert, South",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3198,"Southwest Desert, South",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3199,Wasatch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3205,East Canyon,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB3208,Morgan-South Rich,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB3209,"Box Elder, Pilot Mtn",Elk,2025,SPECIAL_PERMIT_OVERLAY,YES,1
EB3210,"North Slope, Three Corners",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB3500,Alton,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3501,Bar J Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3502,Bear Mountain,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3503,Bear Springs,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3504,Black Hawk,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3505,Boobe Hole,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3506,Causey Spring,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3508,Chimney Rock,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3509,Coldwater Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3510,Conover-Jensen,Elk,2021|2022|2023,SPECIAL_PERMIT_OVERLAY,NO,3
EB3511,Cotton Thomas,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3514,Deseret,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3515,Double Cone,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3516,Durst Mountain,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3517,East Fork Chalk Creek,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3519,Ensign Ranches,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3520,Folley Ridge,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3521,Grass Valley/Clark Canyon,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3522,Grazing Pasture,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3523,Guildersleeve,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3524,Hardscrabble,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3525,Heaston East,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3526,Hiawatha,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3527,Indian Head,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3528,Ingham Peak,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3529,Circle E Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3530,Jacob's Creek,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3531,Johnson Mountain Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3532,Jump Creek,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3533,Junction Valley,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3534,Little Red Creek,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3535,Lone Tree Tunnel Hollow,Limited Entry Bull Elk,2021|2022,SPECIAL_PERMIT_OVERLAY,NO,2
EB3536,Minnie Maud Ridge,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3538,Moon Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3540,Old Woman Plateau,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3541,Patmos Ridge,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3542,Powder Mountain,Elk,2021|2022|2023,SPECIAL_PERMIT_OVERLAY,NO,3
EB3543,Preston Nutter Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3544,Redd Ranches,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3545,Riverview Ranch LLC,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3546,Roan Cliffs,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3547,Sand Creek,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3548,Scofield Canyons,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3549,Scofield East,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3550,Scofield West,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3551,SJ Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3552,Skull Crack,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3553,Soldier Summit,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3554,South Canyon,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3555,Spring Creek/Dodge,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3557,Strawberry Ridge,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3558,Summit Point,Elk,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
EB3559,Three C,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3561,Two Bear,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
EB3562,Wallsburg,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3563,Weber Florence Creek,Elk,2021|2022|2023|2024,SPECIAL_PERMIT_OVERLAY,NO,4
EB3564,Woodruff Creek South,Elk,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
EB3565,North Peaks,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3603,Pahvant Ensign,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3604,Double R Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3606,Mountain Sky Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3607,West Willow Creek Ranch,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3608,Avintaquin Canyon,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3609,Royal Ivory Outfitters,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
EB3610,Sharp Mountain,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3611,West Ridge,Elk,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
EB3612,5S Land and Livestock,Elk,2022|2023,SPECIAL_PERMIT_OVERLAY,NO,2
EB3613,Little Pole Canyon,Elk,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
EB3614,Tunnel Hollow,Elk,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
EB3616,Sweetwater,Elk,2023|2024,SPECIAL_PERMIT_OVERLAY,NO,2
EB3617,Diamond Mountain CWMU,Elk,2024|2025,SPECIAL_PERMIT_OVERLAY,NO,2
EB3619,Weber Florence Creek/Stillman Creek,Elk,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
EL3000,"Beaver, East",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3022,Wasatch Mtns,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3024,"Beaver, East",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3033,"Cache, Meadowville",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3038,Manti,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3039,Manti,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3048,Monroe,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3057,Panguitch Lake,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3065,Fishlake/Thousand Lakes,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3066,San Juan Bull Elk,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3068,Diamond Mtn,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3072,Wasatch Mtns,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3084,Manti,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3100,Wasatch Mtns,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3126,Manti,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3127,Wasatch Mtns,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3144,"West Desert, Deep Creek",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3149,"Southwest Desert, South",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3152,"Southwest Desert, South",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3171,"Cache, South",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3175,Nebo/San Pitch Mtns,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3177,Nebo/San Pitch Mtns,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3181,"Fillmore, Pahvant",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3183,La Sal Mtns,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3194,San Juan Bull Elk,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3196,Diamond Mtn,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EL3198,"Southwest Desert, South",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
GO1000,Mountain Goat - Statewide Permit,Mountain Goat,2022|2025,SPECIAL_PERMIT_OVERLAY,YES,2
GO6800,Beaver,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6801,Beaver,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6803,Nebo,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6804,High Uintas Kamas,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6805,High Uintas Central,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6806,High Uintas East,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6807,High Uintas Leidy Peak,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6808,High Uintas West,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6809,"Ogden, Willard Peak",Mountain Goat,2021,HARVEST_ONLY_CODE,NO,1
GO6810,"Ogden, Willard Peak",Mountain Goat,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
GO6813,"Wasatch Mtns, Provo Peak",Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6814,Mt Dutton,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6815,"North Slope/South Slope, High Uintas Central",Once-in-a-Lifetime Mountain Goat,2021|2022,HARVEST_ONLY_CODE,NO,2
GO6817,La Sal Mtns,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6818,"Wasatch Mtns, Box Elder Peak",Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6819,"Wasatch Mtns, Lone Peak",Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6820,"Wasatch Mtns, Timpanogos",Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6821,Nebo,Mountain Goat,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
GO6822,Beaver,Mountain Goat,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
LD0001,Paunsaugunt Any legal weapon,Mule Deer,2024,HARVEST_ONLY_CODE,NO,1
LD0003,Paunsaugunt Any legal weapon,Mule Deer,2024,HARVEST_ONLY_CODE,NO,1
LD0004,"Book Cliffs, South Any legal weapon",Mule Deer,2024,HARVEST_ONLY_CODE,NO,1
LD0005,Diamond Mtn Any legal weapon,Mule Deer,2024,HARVEST_ONLY_CODE,NO,1
LD0007,Diamond Mtn Any legal weapon,Mule Deer,2024,HARVEST_ONLY_CODE,NO,1
LD1001,Paunsaugunt,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LD1004,Paunsaugunt,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LD1006,Paunsaugunt,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LD1019,"Fillmore, Oak Creek LE",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LD1023,Diamond Mtn,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LD1108,Thousand Lakes,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO0009,Diamond Mtn Landowner Association,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO0010,Diamond Mtn Landowner Association,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO0012,Diamond Mtn Landowner Association,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO0013,Diamond Mtn Landowner Association,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO0014,Diamond Mtn Landowner Association,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO0015,Diamond Mtn Landowner Association,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1502,Cache,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1506,Fillmore,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1511,Mt Dutton,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1512,Nine Mile,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1514,Ogden,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1516,Panguitch Lake,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1517,Pine Valley,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1524,Southwest Desert,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1529,Zion,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1531,Box Elder,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1533,Manti/San Rafael,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1534,Nebo,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1536,Fillmore,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1540,Monroe,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1541,Mt Dutton,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1542,Nine Mile,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1544,Ogden,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1546,Panguitch Lake,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1547,Pine Valley,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1551,"San Juan, Abajo Mtns",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1552,Vernal/Bonanza,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1553,Yellowstone,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1554,Southwest Desert,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1555,"Wasatch Mtns, East",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1556,"Wasatch Mtns, West",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1559,Zion,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1572,Nine Mile,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1576,Panguitch Lake,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1581,"San Juan, Abajo Mtns",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1589,Zion,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1591,Fillmore,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1593,Nine Mile,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1594,Panguitch Lake,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1597,Zion,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1598,North Slope,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1599,Chalk Creek,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1601,Chalk Creek,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1603,East Canyon,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1604,East Canyon,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1607,Morgan-South Rich,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1608,Morgan-South Rich,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1613,"Beaver, East",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1614,"Beaver, West",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1616,"Beaver, West",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1619,"West Desert, Swasey",Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1622,Oquirrh/Tintic,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1625,Cedar/Stansbury,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1627,Cache,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LO1631,Box Elder,Deer,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LP5025,Beaver,Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LP5031,"Box Elder, West",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LP5033,"Fillmore, Oak Creek South",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LP5046,"San Rafael, North",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LP5049,Southwest Desert,Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
LP5051,"West Desert, Rush Valley",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
MA1000,"East Canyon, Davis-North Salt Lake Any Legal Weapon 2",Antlerless Moose,2022|2023,HARVEST_ONLY_CODE,NO,2
MA1005,Morgan-South Rich,Moose,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
MA1006,"Wasatch Mtns, West Any Legal Weapon 5 5",Antlerless Moose,2022|2023,HARVEST_ONLY_CODE,NO,2
MA1007,Morgan-South Rich,Moose,2025,ACTIVE_2026_DATABASE_CODE,YES,1
MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,2025,ACTIVE_2026_DATABASE_CODE,YES,1
MA1009,Causey Spring,Moose,2025,SPECIAL_PERMIT_OVERLAY,YES,1
MA1010,Deseret,Moose,2025,SPECIAL_PERMIT_OVERLAY,YES,1
MB1000,Moose - Statewide Permit,Moose,2022|2025,SPECIAL_PERMIT_OVERLAY,YES,2
MB6000,Cache,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6001,Chalk Creek,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6002,East Canyon,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6003,"East Canyon, Morgan-Summit",Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6004,Kamas,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6005,Morgan-South Rich,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6006,"North Slope, Summit",Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6007,"North Slope, Three Corners/West Daggett",Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6008,Ogden,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6009,Diamond Mtn/Vernal,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6010,Yellowstone,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6011,Wasatch Mtns/Central Mtns,Moose,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
MB6012,Box Elder,Moose,2025,ACTIVE_2026_DATABASE_CODE,YES,1
MB6200,Bear Springs,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6201,Beaver Hollow,Moose,2021,SPECIAL_PERMIT_OVERLAY,YES,1
MB6202,Causey Spring,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6206,Deseret,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6207,Durst Mountain,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6208,East Fork Chalk Creek,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6209,Ensign Ranches,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6210,Folley Ridge,Moose,2021|2022|2023,SPECIAL_PERMIT_OVERLAY,NO,3
MB6211,Grass Valley/Clark Canyon,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6216,Powder Mountain,Moose,2021|2022|2023,SPECIAL_PERMIT_OVERLAY,NO,3
MB6217,Sharp Mountain,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6219,Skull Crack,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6220,South Canyon,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6222,Strawberry Ridge,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6223,Three C,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6224,Two Bear,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6225,Wallsburg,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6226,Weber Florence Creek,Moose,2021|2022|2023,SPECIAL_PERMIT_OVERLAY,NO,3
MB6240,Chimney Rock,Moose,2021|2022|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,4
MB6251,Hardscrabble,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6252,Jacob's Creek,Limited Entry Bull Moose,2021|2022,SPECIAL_PERMIT_OVERLAY,NO,2
MB6254,SJ Ranch,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,5
MB6256,Woodruff Creek South,Moose,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
MB6257,Ingham Peak,Moose,2021|2022|2023|2025,SPECIAL_PERMIT_OVERLAY,NO,4
MB6258,Jacob's Creek,Moose,2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,3
MB6259,Royal Ivory Outfitters,Moose,2023|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,3
MB6262,Junction Valley,Moose,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
MB6263,Moon Ranch,Moose,2021|2022|2024|2025,SPECIAL_PERMIT_OVERLAY,NO,4
MB6264,Sand Creek,Moose,2021|2022|2024,SPECIAL_PERMIT_OVERLAY,NO,3
MB6265,Little Pole Canyon,Moose,2022|2024,SPECIAL_PERMIT_OVERLAY,YES,2
MB6266,Weber Florence Creek/Stillman Creek,Moose,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
PB1000,Pronghorn - Statewide Permit,Moose,2022|2025,SPECIAL_PERMIT_OVERLAY,YES,2
PB5000,Beaver,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5001,"Book Cliffs, Bitter Creek",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5002,"Book Cliffs, South",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5003,"Box Elder, Promontory",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5004,"Box Elder, Puddle Valley",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5005,"Box Elder, Snowville",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
