reported_hunt_year,model_target_year,source_file,source_page,source_family,species,unit_context,unit_code,table_year_start,table_year_end,permits_issued,harvest_male,harvest_female,harvest_total,percent_permits_filled,percent_female,percent_adult_male,mean_age,depredation_male,depredation_female,total_harvest_mortality,raw_line,source_sha256
2024,2025,24_black_bear_mortality_report.pdf,12,black_bear_unit_mortality_history,Black Bear,"Kamas/North Slope, Summit",7/8a,2019,2024,22.0,4.0,3.0,7.0,32.0,43.0,14.0,4.3,1,0,8,2024 22 4 3 7 32 43 14 4.3 1 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,10.0,1.0,0.0,1.0,10.0,0.0,,,2,0,3,1990 10 1 0 1 10 0 — — 2 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,10.0,6.0,1.0,7.0,70.0,14.0,,,1,0,8,1991 10 6 1 7 70 14 — — 1 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,10.0,1.0,1.0,2.0,20.0,50.0,,,1,0,3,1992 10 1 1 2 20 50 — — 1 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,12.0,4.0,1.0,5.0,42.0,20.0,,,0,0,5,1993 12 4 1 5 42 20 — — 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,12.0,8.0,0.0,8.0,67.0,0.0,,,0,0,8,1994 12 8 0 8 67 0 — — 0 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,12.0,3.0,3.0,6.0,50.0,50.0,,,0,0,6,1995 12 3 3 6 50 50 — — 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,16.0,6.0,5.0,11.0,69.0,45.0,,,2,0,13,1996 16 6 5 11 69 45 — — 2 0 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,20.0,6.0,8.0,14.0,70.0,57.0,,,6,0,20,1997 20 6 8 14 70 57 — — 6 0 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,20.0,6.0,5.0,11.0,55.0,45.0,,,0,0,12,1998 20 6 5 11 55 45 — — 0 0 12*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,20.0,5.0,4.0,9.0,45.0,44.0,,,0,0,9,1999 20 5 4 9 45 44 — — 0 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,19.0,4.0,6.0,10.0,53.0,60.0,,,2,0,12,2000 19 4 6 10 53 60 — — 2 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,30.0,13.0,3.0,16.0,53.0,19.0,,8.1,2,0,18,2001 30 13 3 16 53 19 — 8.1 2 0 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,30.0,17.0,4.0,21.0,70.0,19.0,,6.9,3,0,24,2002 30 17 4 21 70 19 — 6.9 3 0 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,30.0,13.0,5.0,18.0,60.0,28.0,,9.0,1,0,19,2003 30 13 5 18 60 28 — 9.0 1 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,30.0,12.0,3.0,15.0,50.0,20.0,,7.9,0,1,16,2004 30 12 3 15 50 20 — 7.9 0 1 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,30.0,8.0,2.0,10.0,33.0,20.0,,7.0,0,3,13,2005 30 8 2 10 33 20 — 7.0 0 3 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,30.0,6.0,6.0,12.0,40.0,50.0,,8.3,0,0,12,2006 30 6 6 12 40 50 — 8.3 0 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,30.0,17.0,8.0,25.0,83.0,32.0,,4.6,0,0,25,2007 30 17 8 25 83 32 — 4.6 0 0 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,32.0,14.0,8.0,22.0,69.0,36.0,,6.0,2,1,25,2008 32 14 8 22 69 36 — 6.0 2 1 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,36.0,15.0,7.0,22.0,61.0,32.0,33.0,5.5,0,0,22,2009 36 15 7 22 61 32 33 5.5 0 0 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,40.0,13.0,8.0,21.0,53.0,38.0,42.0,7.4,2,0,23,2010 40 13 8 21 53 38 42 7.4 2 0 23,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,50.0,20.0,7.0,27.0,54.0,26.0,48.0,5.7,0,1,28,2011 50 20 7 27 54 26 48 5.7 0 1 28,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,48.0,19.0,15.0,34.0,71.0,32.0,32.0,6.0,1,0,35,2012 48 19 15 34 71 32 32 6.0 1 0 35,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,49.0,23.0,11.0,34.0,69.0,18.0,44.0,6.3,1,0,35,2013 49 23 11 34 69 18 44 6.3 1 0 35,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,49.0,27.0,11.0,38.0,78.0,26.0,38.0,5.1,6,2,46,2014 49 27 11 38 78 26 38 5.1 6 2 46,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,104.0,27.0,10.0,37.0,36.0,27.0,33.0,5.3,2,2,41,2015 104 27 10 37 36 27 33 5.3 2 2 41,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,109.0,36.0,12.0,48.0,44.0,25.0,57.0,6.2,0,1,49,2016 109 36 12 48 44 25 57 6.2 0 1 49,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,124.0,43.0,17.0,60.0,48.0,28.0,44.0,6.3,6,2,68,2017 124 43 17 60 48 28 44 6.3 6 2 68,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,149.0,36.0,21.0,57.0,38.0,37.0,41.0,6.5,2,0,59,2018 149 36 21 57 38 37 41 6.5 2 0 59,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,152.0,36.0,22.0,58.0,38.0,38.0,41.0,6.4,3,4,65,2019 152 36 22 58 38 38 41 6.4 3 4 65,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,134.0,34.0,23.0,57.0,43.0,40.0,35.0,6.4,10,6,73,2020 134 34 23 57 43 40 35 6.4 10 6 73,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,165.0,29.0,26.0,55.0,33.0,47.0,43.0,6.5,0,0,55,2021 165 29 26 55 33 47 43 6.5 0 0 55,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,104.0,28.0,30.0,58.0,56.0,52.0,33.0,6.5,1,0,59,2022 104 28 30 58 56 52 33 6.5 1 0 59,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,104.0,23.0,18.0,41.0,39.0,44.0,20.0,5.3,0,0,41,2023 104 23 18 41 39 44 20 5.3 0 0 41,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,13,black_bear_unit_mortality_history,Black Bear,La Sal,13,1990,2024,104.0,35.0,23.0,58.0,56.0,40.0,18.0,4.7,0,0,58,2024 104 35 23 58 56 40 18 4.7 0 0 58,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,1.0,0.0,1.0,6.0,0.0,,,3,1,5,1990 16 1 0 1 6 0 — — 3 1 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,2.0,0.0,2.0,13.0,0.0,,,2,2,6,1991 16 2 0 2 13 0 — — 2 2 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,2.0,0.0,2.0,13.0,0.0,,,4,7,13,1992 16 2 0 2 13 0 — — 4 7 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,20.0,0.0,2.0,2.0,10.0,100.0,,,1,1,4,1993 20 0 2 2 10 100 — — 1 1 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,22.0,0.0,0.0,0.0,0.0,,,,1,0,1,1994 22 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,22.0,2.0,0.0,2.0,9.0,0.0,,,1,3,6,1995 22 2 0 2 9 0 — — 1 3 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,21.0,1.0,2.0,3.0,14.0,67.0,,,6,0,9,1996 21 1 2 3 14 67 — — 6 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,21.0,2.0,2.0,4.0,19.0,50.0,,,5,3,12,1997 21 2 2 4 19 50 — — 5 3 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,20.0,0.0,1.0,1.0,5.0,100.0,,,4,0,6,1998 20 0 1 1 5 100 — — 4 0 6*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,25.0,3.0,3.0,6.0,24.0,50.0,,,2,5,13,1999 25 3 3 6 24 50 — — 2 5 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,25.0,1.0,3.0,4.0,16.0,75.0,,,3,0,7,2000 25 1 3 4 16 75 — — 3 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,22.0,1.0,5.0,6.0,27.0,83.0,,3.5,5,0,11,2001 22 1 5 6 27 83 — 3.5 5 0 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,1.0,3.0,5.0,31.0,60.0,,10.0,1,1,8,2002 16 1 3 5* 31 60 — 10.0 1 1 8**,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,0.0,1.0,1.0,6.0,100.0,,5.0,2,0,3,2003 16 0 1 1 6 100 — 5.0 2 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,4.0,1.0,5.0,31.0,20.0,,3.0,6,1,12,2004 16 4 1 5 31 20 — 3.0 6 1 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,7.0,0.0,7.0,44.0,0.0,,3.7,1,1,9,2005 16 7 0 7 44 0 — 3.7 1 1 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,16.0,3.0,2.0,5.0,31.0,40.0,,2.4,1,0,6,2006 16 3 2 5 31 40 — 2.4 1 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,15.0,9.0,0.0,9.0,60.0,0.0,,4.0,4,2,15,2007 15 9 0 9 60 0 — 4.0 4 2 15,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,17.0,5.0,2.0,7.0,41.0,29.0,,4.0,0,0,7,2008 17 5 2 7 41 29 — 4.0 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,17.0,5.0,2.0,7.0,41.0,29.0,43.0,5.0,4,6,17,2009 17 5 2 7 41 29 43 5.0 4 6 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,19.0,3.0,2.0,5.0,26.0,40.0,20.0,5.8,9,5,19,2010 19 3 2 5 26 40 20 5.8 9 5 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,23.0,4.0,4.0,8.0,35.0,50.0,25.0,6.3,6,0,14,2011 23 4 4 8 35 50 25 6.3 6 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,28.0,7.0,7.0,14.0,50.0,50.0,8.0,3.6,5,3,22,2012 28 7 7 14 50 50 8 3.6 5 3 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,29.0,11.0,3.0,14.0,48.0,21.0,29.0,5.3,2,2,18,2013 29 11 3 14 48 21 29 5.3 2 2 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,29.0,11.0,4.0,15.0,52.0,27.0,20.0,4.4,6,3,24,2014 29 11 4 15 52 27 20 4.4 6 3 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,32.0,10.0,7.0,17.0,53.0,41.0,38.0,5.4,4,3,25,2015 32 10 7 17 53 41 38 5.4 4 3 25*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,35.0,10.0,4.0,14.0,40.0,29.0,23.0,4.7,6,4,24,2016 35 10 4 14 40 29 23 4.7 6 4 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,35.0,14.0,5.0,19.0,54.0,26.0,29.0,5.1,7,9,35,2017 35 14 5 19 54 26 29 5.1 7 9 35,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,41.0,15.0,7.0,22.0,54.0,32.0,21.0,5.1,8,5,35,2018 41 15 7 22 54 32 21 5.1 8 5 35,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,70.0,13.0,9.0,22.0,31.0,41.0,14.0,4.8,4,4,30,2019 70 13 9 22 31 41 14 4.8 4 4 30,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,71.0,17.0,8.0,25.0,35.0,32.0,17.0,4.5,2,3,30,2020 71 17 8 25 35 32 17 4.5 2 3 30,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,76.0,15.0,8.0,23.0,30.0,35.0,24.0,4.2,5,7,35,2021 76 15 8 23 30 35 24 4.2 5 7 35,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,69.0,12.0,11.0,23.0,33.0,48.0,5.0,4.1,1,1,25,2022 69 12 11 23 33 48 5 4.1 1 1 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,69.0,14.0,10.0,24.0,35.0,42.0,0.0,3.9,0,1,25,2023 69 14 10 24 35 42 0 3.9 0 1 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,14,black_bear_unit_mortality_history,Black Bear,"Manti, North",16b,1990,2024,69.0,17.0,9.0,26.0,38.0,35.0,8.0,4.1,5,1,32,2024 69 17 9 26 38 35 8 4.1 5 1 32,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,17.0,2.0,0.0,2.0,12.0,0.0,,,0,0,2,1990 17 2 0 2 12 0 — — 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,17.0,1.0,2.0,3.0,18.0,67.0,,,0,0,3,1991 17 1 2 3 18 67 — — 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,17.0,4.0,1.0,5.0,29.0,20.0,,,1,1,7,1992 17 4 1 5 29 20 — — 1 1 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,18.0,2.0,2.0,4.0,22.0,50.0,,,0,0,4,1993 18 2 2 4 22 50 — — 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,20.0,0.0,0.0,0.0,0.0,,,,0,0,0,1994 20 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,20.0,1.0,0.0,1.0,5.0,0.0,,,0,1,2,1995 20 1 0 1 5 0 — — 0 1 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,20.0,2.0,2.0,4.0,20.0,50.0,,,1,0,5,1996 20 2 2 4 20 50 — — 1 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,20.0,1.0,1.0,2.0,10.0,50.0,,,1,1,4,1997 20 1 1 2 10 50 — — 1 1 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,16.0,3.0,0.0,3.0,19.0,0.0,,,1,3,7,1998 16 3 0 3 19 0 — — 1 3 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,20.0,1.0,0.0,1.0,5.0,0.0,,,1,1,3,1999 20 1 0 1 5 0 — — 1 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,20.0,2.0,1.0,3.0,15.0,33.0,,,10,2,15,2000 20 2 1 3 15 33 — — 10 2 15,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
